,groundSteering,timestamp,angularVelocityX,angularVelocityY,angularVelocityZ
9570,-0.0,2020-03-18 14:57:46,-16.11328,12.69531,-0.6713867
9554,-0.0,2020-03-18 14:57:46,-20.99609,-8.911133,-5.92041
9552,-0.0,2020-03-18 14:57:46,-11.71875,2.868652,-1.403809
9537,-0.0,2020-03-18 14:57:46,1.77002,1.037598,-1.89209
9538,-0.0,2020-03-18 14:57:46,-11.71875,2.868652,-1.403809
9539,-0.0,2020-03-18 14:57:46,-19.04297,21.48438,-3.356934
9540,-0.0,2020-03-18 14:57:46,-20.99609,-8.911133,-5.92041
9541,-0.0,2020-03-18 14:57:46,-20.1416,31.43311,1.342773
9542,-0.0,2020-03-18 14:57:46,-16.11328,12.69531,-0.6713867
9553,-0.0,2020-03-18 14:57:46,-19.04297,21.48438,-3.356934
9544,-0.0,2020-03-18 14:57:46,-12.20703,20.26367,-2.624512
9546,-0.0,2020-03-18 14:57:46,-6.652832,0.2441406,-7.263184
9547,-0.0,2020-03-18 14:57:46,11.2915,19.04297,-6.591797
9548,-0.0,2020-03-18 14:57:46,4.760742,-13.24463,-5.79834
9549,-0.0,2020-03-18 14:57:46,-2.197266,12.20703,-6.469727
9550,-0.0,2020-03-18 14:57:46,12.45117,-1.281738,-6.225586
9551,-0.0,2020-03-18 14:57:46,1.77002,1.037598,-1.89209
9545,-0.0,2020-03-18 14:57:46,-9.70459,2.807617,-4.333496
9571,-0.0,2020-03-18 14:57:46,15.44189,-3.967285,-3.601074
9543,-0.0,2020-03-18 14:57:46,15.44189,-3.967285,-3.601074
9573,-0.0,2020-03-18 14:57:46,-9.70459,2.807617,-4.333496
9591,-0.0,2020-03-18 14:57:46,-2.197266,12.20703,-6.469727
9592,-0.0,2020-03-18 14:57:46,12.45117,-1.281738,-6.225586
9593,-0.0,2020-03-18 14:57:46,1.77002,1.037598,-1.89209
9594,-0.0,2020-03-18 14:57:46,-11.71875,2.868652,-1.403809
9595,-0.0,2020-03-18 14:57:46,-19.04297,21.48438,-3.356934
9596,-0.0,2020-03-18 14:57:46,-20.99609,-8.911133,-5.92041
9590,-0.0,2020-03-18 14:57:46,4.760742,-13.24463,-5.79834
9597,-0.0,2020-03-18 14:57:46,-20.1416,31.43311,1.342773
9599,-0.0,2020-03-18 14:57:46,15.44189,-3.967285,-3.601074
9600,-0.0,2020-03-18 14:57:46,-12.20703,20.26367,-2.624512
9602,-0.0,2020-03-18 14:57:46,-6.652832,0.2441406,-7.263184
9603,-0.0,2020-03-18 14:57:46,11.2915,19.04297,-6.591797
9604,-0.0,2020-03-18 14:57:46,4.760742,-13.24463,-5.79834
9572,-0.0,2020-03-18 14:57:46,-12.20703,20.26367,-2.624512
9598,-0.0,2020-03-18 14:57:46,-16.11328,12.69531,-0.6713867
9589,-0.0,2020-03-18 14:57:46,11.2915,19.04297,-6.591797
9601,-0.0,2020-03-18 14:57:46,-9.70459,2.807617,-4.333496
9606,-0.0,2020-03-18 14:57:46,12.45117,-1.281738,-6.225586
9588,-0.0,2020-03-18 14:57:46,-6.652832,0.2441406,-7.263184
9575,-0.0,2020-03-18 14:57:46,11.2915,19.04297,-6.591797
9574,-0.0,2020-03-18 14:57:46,-6.652832,0.2441406,-7.263184
9577,-0.0,2020-03-18 14:57:46,-2.197266,12.20703,-6.469727
9578,-0.0,2020-03-18 14:57:46,12.45117,-1.281738,-6.225586
9579,-0.0,2020-03-18 14:57:46,1.77002,1.037598,-1.89209
9580,-0.0,2020-03-18 14:57:46,-11.71875,2.868652,-1.403809
9576,-0.0,2020-03-18 14:57:46,4.760742,-13.24463,-5.79834
9582,-0.0,2020-03-18 14:57:46,-20.99609,-8.911133,-5.92041
9583,-0.0,2020-03-18 14:57:46,-20.1416,31.43311,1.342773
9584,-0.0,2020-03-18 14:57:46,-16.11328,12.69531,-0.6713867
9585,-0.0,2020-03-18 14:57:46,15.44189,-3.967285,-3.601074
9586,-0.0,2020-03-18 14:57:46,-12.20703,20.26367,-2.624512
9581,-0.0,2020-03-18 14:57:46,-19.04297,21.48438,-3.356934
9587,-0.0,2020-03-18 14:57:46,-9.70459,2.807617,-4.333496
9763,-0.0,2020-03-18 14:57:47,2.380371,-10.31494,4.333496
9752,-0.1259535,2020-03-18 14:57:47,7.629395,-17.21191,-26.30615
9753,-0.1259535,2020-03-18 14:57:47,1.159668,8.911133,-12.26807
9754,-0.1259535,2020-03-18 14:57:47,-3.417969,-5.065918,-8.728027
9755,-0.0,2020-03-18 14:57:47,-8.666992,-1.403809,-14.95361
9756,-0.0,2020-03-18 14:57:47,-19.53125,-15.625,-17.39502
9759,-0.0,2020-03-18 14:57:47,6.835938,-2.929688,20.50781
9758,-0.0,2020-03-18 14:57:47,-9.216309,-1.281738,27.16064
9760,-0.0,2020-03-18 14:57:47,21.54541,-1.281738,-2.01416
9761,-0.0,2020-03-18 14:57:47,4.882812,19.53125,2.380371
9762,-0.0,2020-03-18 14:57:47,1.403809,-8.972168,4.089355
9757,-0.0,2020-03-18 14:57:47,-7.446289,-10.25391,37.17041
9751,-0.1259535,2020-03-18 14:57:47,-3.967285,10.86426,-24.59717
9743,-0.1259535,2020-03-18 14:57:47,-19.53125,-15.625,-17.39502
9749,-0.1259535,2020-03-18 14:57:47,1.403809,-8.972168,4.089355
9748,-0.1259535,2020-03-18 14:57:47,4.882812,19.53125,2.380371
9746,-0.1259535,2020-03-18 14:57:47,6.835938,-2.929688,20.50781
9745,-0.1259535,2020-03-18 14:57:47,-9.216309,-1.281738,27.16064
9744,-0.1259535,2020-03-18 14:57:47,-7.446289,-10.25391,37.17041
9742,-0.1259535,2020-03-18 14:57:47,-8.666992,-1.403809,-14.95361
9741,-0.0,2020-03-18 14:57:47,-3.417969,-5.065918,-8.728027
9740,-0.0,2020-03-18 14:57:47,1.159668,8.911133,-12.26807
9739,-0.0,2020-03-18 14:57:47,7.629395,-17.21191,-26.30615
9738,-0.0,2020-03-18 14:57:47,-3.967285,10.86426,-24.59717
9764,-0.0,2020-03-18 14:57:47,-3.967285,10.86426,-24.59717
9737,-0.0,2020-03-18 14:57:47,2.380371,-10.31494,4.333496
9750,-0.1259535,2020-03-18 14:57:47,2.380371,-10.31494,4.333496
9765,-0.0,2020-03-18 14:57:47,7.629395,-17.21191,-26.30615
9782,-0.0,2020-03-18 14:57:47,-19.53125,-15.625,-17.39502
9767,-0.0,2020-03-18 14:57:47,-3.417969,-5.065918,-8.728027
9736,-0.0,2020-03-18 14:57:47,1.403809,-8.972168,4.089355
9793,-0.0,2020-03-18 14:57:47,-3.417969,-5.065918,-8.728027
9792,-0.0,2020-03-18 14:57:47,1.159668,8.911133,-12.26807
9791,-0.0,2020-03-18 14:57:47,7.629395,-17.21191,-26.30615
9790,-0.0,2020-03-18 14:57:47,-3.967285,10.86426,-24.59717
9789,-0.0,2020-03-18 14:57:47,2.380371,-10.31494,4.333496
9788,-0.0,2020-03-18 14:57:47,1.403809,-8.972168,4.089355
9787,-0.0,2020-03-18 14:57:47,4.882812,19.53125,2.380371
9786,-0.0,2020-03-18 14:57:47,21.54541,-1.281738,-2.01416
9785,-0.0,2020-03-18 14:57:47,6.835938,-2.929688,20.50781
9784,-0.0,2020-03-18 14:57:47,-9.216309,-1.281738,27.16064
9783,-0.0,2020-03-18 14:57:47,-7.446289,-10.25391,37.17041
9766,-0.0,2020-03-18 14:57:47,1.159668,8.911133,-12.26807
9781,-0.0,2020-03-18 14:57:47,-8.666992,-1.403809,-14.95361
9779,-0.0,2020-03-18 14:57:47,1.159668,8.911133,-12.26807
9778,-0.0,2020-03-18 14:57:47,7.629395,-17.21191,-26.30615
9777,-0.0,2020-03-18 14:57:47,-3.967285,10.86426,-24.59717
9776,-0.0,2020-03-18 14:57:47,2.380371,-10.31494,4.333496
9775,-0.0,2020-03-18 14:57:47,1.403809,-8.972168,4.089355
9774,-0.0,2020-03-18 14:57:47,4.882812,19.53125,2.380371
9773,-0.0,2020-03-18 14:57:47,21.54541,-1.281738,-2.01416
9772,-0.0,2020-03-18 14:57:47,6.835938,-2.929688,20.50781
9771,-0.0,2020-03-18 14:57:47,-9.216309,-1.281738,27.16064
9770,-0.0,2020-03-18 14:57:47,-7.446289,-10.25391,37.17041
9769,-0.0,2020-03-18 14:57:47,-19.53125,-15.625,-17.39502
9768,-0.0,2020-03-18 14:57:47,-8.666992,-1.403809,-14.95361
9780,-0.0,2020-03-18 14:57:47,-3.417969,-5.065918,-8.728027
9735,-0.0,2020-03-18 14:57:47,4.882812,19.53125,2.380371
9747,-0.1259535,2020-03-18 14:57:47,21.54541,-1.281738,-2.01416
9733,-0.0,2020-03-18 14:57:47,6.835938,-2.929688,20.50781
9702,-0.0,2020-03-18 14:57:47,-3.417969,-5.065918,-8.728027
9701,-0.0,2020-03-18 14:57:47,1.159668,8.911133,-12.26807
9700,-0.0,2020-03-18 14:57:47,7.629395,-17.21191,-26.30615
9699,-0.0,2020-03-18 14:57:47,-3.967285,10.86426,-24.59717
9698,-0.0,2020-03-18 14:57:47,2.380371,-10.31494,4.333496
9697,-0.0,2020-03-18 14:57:47,1.403809,-8.972168,4.089355
9696,-0.0,2020-03-18 14:57:47,4.882812,19.53125,2.380371
9695,-0.0,2020-03-18 14:57:47,21.54541,-1.281738,-2.01416
9694,-0.0,2020-03-18 14:57:47,6.835938,-2.929688,20.50781
9693,-0.0,2020-03-18 14:57:47,-9.216309,-1.281738,27.16064
9692,-0.0,2020-03-18 14:57:47,-7.446289,-10.25391,37.17041
9691,-0.0,2020-03-18 14:57:47,-19.53125,-15.625,-17.39502
9703,-0.0,2020-03-18 14:57:47,-8.666992,-1.403809,-14.95361
9690,-0.0,2020-03-18 14:57:47,-8.666992,-1.403809,-14.95361
9688,-0.0,2020-03-18 14:57:47,1.159668,8.911133,-12.26807
9687,-0.0,2020-03-18 14:57:47,7.629395,-17.21191,-26.30615
9686,-0.0,2020-03-18 14:57:47,-3.967285,10.86426,-24.59717
9685,-0.0,2020-03-18 14:57:47,2.380371,-10.31494,4.333496
9684,-0.0,2020-03-18 14:57:47,1.403809,-8.972168,4.089355
9682,-0.0,2020-03-18 14:57:47,21.54541,-1.281738,-2.01416
9681,-0.0,2020-03-18 14:57:47,6.835938,-2.929688,20.50781
9680,-0.0,2020-03-18 14:57:47,-9.216309,-1.281738,27.16064
9679,-0.0,2020-03-18 14:57:47,-7.446289,-10.25391,37.17041
9678,-0.0,2020-03-18 14:57:47,-19.53125,-15.625,-17.39502
9677,-0.0,2020-03-18 14:57:47,-8.666992,-1.403809,-14.95361
9734,-0.0,2020-03-18 14:57:47,21.54541,-1.281738,-2.01416
9689,-0.0,2020-03-18 14:57:47,-3.417969,-5.065918,-8.728027
9704,-0.0,2020-03-18 14:57:47,-19.53125,-15.625,-17.39502
9683,-0.0,2020-03-18 14:57:47,4.882812,19.53125,2.380371
9706,-0.0,2020-03-18 14:57:47,-9.216309,-1.281738,27.16064
9732,-0.0,2020-03-18 14:57:47,-9.216309,-1.281738,27.16064
9705,-0.0,2020-03-18 14:57:47,-7.446289,-10.25391,37.17041
9731,-0.0,2020-03-18 14:57:47,-7.446289,-10.25391,37.17041
9730,-0.0,2020-03-18 14:57:47,-19.53125,-15.625,-17.39502
9729,-0.0,2020-03-18 14:57:47,-8.666992,-1.403809,-14.95361
9727,-0.0,2020-03-18 14:57:47,1.159668,8.911133,-12.26807
9726,-0.0,2020-03-18 14:57:47,7.629395,-17.21191,-26.30615
9725,-0.0,2020-03-18 14:57:47,-3.967285,10.86426,-24.59717
9724,-0.0,2020-03-18 14:57:47,2.380371,-10.31494,4.333496
9723,-0.0,2020-03-18 14:57:47,1.403809,-8.972168,4.089355
9722,-0.0,2020-03-18 14:57:47,4.882812,19.53125,2.380371
9721,-0.0,2020-03-18 14:57:47,21.54541,-1.281738,-2.01416
9720,-0.0,2020-03-18 14:57:47,6.835938,-2.929688,20.50781
9728,-0.0,2020-03-18 14:57:47,-3.417969,-5.065918,-8.728027
9718,-0.0,2020-03-18 14:57:47,-7.446289,-10.25391,37.17041
9719,-0.0,2020-03-18 14:57:47,-9.216309,-1.281738,27.16064
9709,-0.0,2020-03-18 14:57:47,4.882812,19.53125,2.380371
9710,-0.0,2020-03-18 14:57:47,1.403809,-8.972168,4.089355
9712,-0.0,2020-03-18 14:57:47,-3.967285,10.86426,-24.59717
9713,-0.0,2020-03-18 14:57:47,7.629395,-17.21191,-26.30615
9711,-0.0,2020-03-18 14:57:47,2.380371,-10.31494,4.333496
9714,-0.0,2020-03-18 14:57:47,1.159668,8.911133,-12.26807
9715,-0.0,2020-03-18 14:57:47,-3.417969,-5.065918,-8.728027
9716,-0.0,2020-03-18 14:57:47,-8.666992,-1.403809,-14.95361
9717,-0.0,2020-03-18 14:57:47,-19.53125,-15.625,-17.39502
9707,-0.0,2020-03-18 14:57:47,6.835938,-2.929688,20.50781
9708,-0.0,2020-03-18 14:57:47,21.54541,-1.281738,-2.01416
9916,-0.0,2020-03-18 14:57:48,8.117676,-0.7324219,-9.033203
9923,-0.0,2020-03-18 14:57:48,7.446289,-15.68604,-1.281738
9915,-0.0,2020-03-18 14:57:48,3.234863,9.033203,-6.04248
9917,-0.0,2020-03-18 14:57:48,12.63428,6.04248,-5.79834
9918,-0.0,2020-03-18 14:57:48,15.19775,7.507324,-7.019043
9919,-0.0,2020-03-18 14:57:48,8.178711,12.87842,0.0
9920,-0.0,2020-03-18 14:57:48,11.77979,-9.643555,-5.493164
9921,-0.0,2020-03-18 14:57:48,14.34326,-3.967285,-7.385254
9922,-0.0,2020-03-18 14:57:48,3.90625,11.96289,-2.075195
9928,-0.0,2020-03-18 14:57:48,-9.58252,7.568359,-8.056641
9925,-0.0,2020-03-18 14:57:48,5.859375,-4.882812,-6.835938
9926,-0.0,2020-03-18 14:57:48,-11.04736,0.793457,2.868652
9927,-0.0,2020-03-18 14:57:48,-2.685547,-5.92041,-10.98633
9929,-0.0,2020-03-18 14:57:48,-11.65771,0.6713867,-8.239746
9930,-0.0,2020-03-18 14:57:48,-3.845215,-5.67627,-6.347656
9931,-0.0,2020-03-18 14:57:48,-3.90625,-1.037598,-9.765625
9932,-0.0,2020-03-18 14:57:48,-2.990723,-16.35742,-13.30566
9914,-0.0,2020-03-18 14:57:48,5.065918,8.850098,-7.629395
9933,-0.0,2020-03-18 14:57:48,5.065918,8.850098,-7.629395
9934,-0.0,2020-03-18 14:57:48,3.234863,9.033203,-6.04248
9924,-0.0,2020-03-18 14:57:48,8.239746,12.20703,-5.79834
9913,-0.0,2020-03-18 14:57:48,-2.990723,-16.35742,-13.30566
9900,-0.0,2020-03-18 14:57:48,8.178711,12.87842,0.0
9911,-0.0,2020-03-18 14:57:48,-3.845215,-5.67627,-6.347656
9891,-0.0,2020-03-18 14:57:48,-11.65771,0.6713867,-8.239746
9935,-0.0,2020-03-18 14:57:48,8.117676,-0.7324219,-9.033203
9892,-0.0,2020-03-18 14:57:48,-3.845215,-5.67627,-6.347656
9893,-0.0,2020-03-18 14:57:48,-3.90625,-1.037598,-9.765625
9894,-0.0,2020-03-18 14:57:48,-2.990723,-16.35742,-13.30566
9895,-0.0,2020-03-18 14:57:48,5.065918,8.850098,-7.629395
9896,-0.0,2020-03-18 14:57:48,3.234863,9.033203,-6.04248
9897,-0.0,2020-03-18 14:57:48,8.117676,-0.7324219,-9.033203
9898,-0.0,2020-03-18 14:57:48,12.63428,6.04248,-5.79834
9912,-0.0,2020-03-18 14:57:48,-3.90625,-1.037598,-9.765625
9899,-0.0,2020-03-18 14:57:48,15.19775,7.507324,-7.019043
9902,-0.0,2020-03-18 14:57:48,14.34326,-3.967285,-7.385254
9903,-0.0,2020-03-18 14:57:48,3.90625,11.96289,-2.075195
9904,-0.0,2020-03-18 14:57:48,7.446289,-15.68604,-1.281738
9905,-0.0,2020-03-18 14:57:48,8.239746,12.20703,-5.79834
9906,-0.0,2020-03-18 14:57:48,5.859375,-4.882812,-6.835938
9907,-0.0,2020-03-18 14:57:48,-11.04736,0.793457,2.868652
9908,-0.0,2020-03-18 14:57:48,-2.685547,-5.92041,-10.98633
9909,-0.0,2020-03-18 14:57:48,-9.58252,7.568359,-8.056641
9910,-0.0,2020-03-18 14:57:48,-11.65771,0.6713867,-8.239746
9901,-0.0,2020-03-18 14:57:48,11.77979,-9.643555,-5.493164
9936,-0.0,2020-03-18 14:57:48,12.63428,6.04248,-5.79834
9965,0.006001169,2020-03-18 14:57:48,-2.685547,-5.92041,-10.98633
9938,-0.0,2020-03-18 14:57:48,8.178711,12.87842,0.0
9964,-0.0,2020-03-18 14:57:48,-11.04736,0.793457,2.868652
9966,0.006001169,2020-03-18 14:57:48,-9.58252,7.568359,-8.056641
9967,0.006001169,2020-03-18 14:57:48,-11.65771,0.6713867,-8.239746
9968,0.006001169,2020-03-18 14:57:48,-3.845215,-5.67627,-6.347656
9969,0.006001169,2020-03-18 14:57:48,-3.90625,-1.037598,-9.765625
9970,0.006001169,2020-03-18 14:57:48,-2.990723,-16.35742,-13.30566
9971,0.006001169,2020-03-18 14:57:48,5.065918,8.850098,-7.629395
9972,0.006001169,2020-03-18 14:57:48,3.234863,9.033203,-6.04248
9973,0.006001169,2020-03-18 14:57:48,8.117676,-0.7324219,-9.033203
9963,-0.0,2020-03-18 14:57:48,5.859375,-4.882812,-6.835938
9974,0.006001169,2020-03-18 14:57:48,12.63428,6.04248,-5.79834
9976,0.006001169,2020-03-18 14:57:48,8.178711,12.87842,0.0
9977,0.006001169,2020-03-18 14:57:48,11.77979,-9.643555,-5.493164
9978,0.006001169,2020-03-18 14:57:48,14.34326,-3.967285,-7.385254
9979,0.006001169,2020-03-18 14:57:48,3.90625,11.96289,-2.075195
9980,0.006001169,2020-03-18 14:57:48,7.446289,-15.68604,-1.281738
9981,0.006001169,2020-03-18 14:57:48,8.239746,12.20703,-5.79834
9982,0.006001169,2020-03-18 14:57:48,5.859375,-4.882812,-6.835938
9983,0.006001169,2020-03-18 14:57:48,-11.04736,0.793457,2.868652
9890,-0.0,2020-03-18 14:57:48,-9.58252,7.568359,-8.056641
9975,0.006001169,2020-03-18 14:57:48,15.19775,7.507324,-7.019043
9962,-0.0,2020-03-18 14:57:48,8.239746,12.20703,-5.79834
9961,-0.0,2020-03-18 14:57:48,7.446289,-15.68604,-1.281738
9960,-0.0,2020-03-18 14:57:48,3.90625,11.96289,-2.075195
9939,-0.0,2020-03-18 14:57:48,11.77979,-9.643555,-5.493164
9940,-0.0,2020-03-18 14:57:48,14.34326,-3.967285,-7.385254
9941,-0.0,2020-03-18 14:57:48,3.90625,11.96289,-2.075195
9942,-0.0,2020-03-18 14:57:48,7.446289,-15.68604,-1.281738
9943,-0.0,2020-03-18 14:57:48,8.239746,12.20703,-5.79834
9944,-0.0,2020-03-18 14:57:48,5.859375,-4.882812,-6.835938
9945,-0.0,2020-03-18 14:57:48,-11.04736,0.793457,2.868652
9946,-0.0,2020-03-18 14:57:48,-2.685547,-5.92041,-10.98633
9947,-0.0,2020-03-18 14:57:48,-9.58252,7.568359,-8.056641
9948,-0.0,2020-03-18 14:57:48,-11.65771,0.6713867,-8.239746
9949,-0.0,2020-03-18 14:57:48,-3.845215,-5.67627,-6.347656
9950,-0.0,2020-03-18 14:57:48,-3.90625,-1.037598,-9.765625
9951,-0.0,2020-03-18 14:57:48,-2.990723,-16.35742,-13.30566
9952,-0.0,2020-03-18 14:57:48,5.065918,8.850098,-7.629395
9953,-0.0,2020-03-18 14:57:48,3.234863,9.033203,-6.04248
9954,-0.0,2020-03-18 14:57:48,8.117676,-0.7324219,-9.033203
9955,-0.0,2020-03-18 14:57:48,12.63428,6.04248,-5.79834
9956,-0.0,2020-03-18 14:57:48,15.19775,7.507324,-7.019043
9957,-0.0,2020-03-18 14:57:48,8.178711,12.87842,0.0
9958,-0.0,2020-03-18 14:57:48,11.77979,-9.643555,-5.493164
9959,-0.0,2020-03-18 14:57:48,14.34326,-3.967285,-7.385254
9937,-0.0,2020-03-18 14:57:48,15.19775,7.507324,-7.019043
9889,-0.0,2020-03-18 14:57:48,-2.685547,-5.92041,-10.98633
9837,-0.0,2020-03-18 14:57:48,-2.990723,-16.35742,-13.30566
9887,-0.0,2020-03-18 14:57:48,5.859375,-4.882812,-6.835938
9818,-0.0,2020-03-18 14:57:48,-2.990723,-16.35742,-13.30566
9819,-0.0,2020-03-18 14:57:48,5.065918,8.850098,-7.629395
9820,-0.0,2020-03-18 14:57:48,3.234863,9.033203,-6.04248
9821,-0.0,2020-03-18 14:57:48,8.117676,-0.7324219,-9.033203
9822,-0.0,2020-03-18 14:57:48,12.63428,6.04248,-5.79834
9823,-0.0,2020-03-18 14:57:48,15.19775,7.507324,-7.019043
9824,-0.0,2020-03-18 14:57:48,8.178711,12.87842,0.0
9825,-0.0,2020-03-18 14:57:48,11.77979,-9.643555,-5.493164
9826,-0.0,2020-03-18 14:57:48,14.34326,-3.967285,-7.385254
9817,-0.0,2020-03-18 14:57:48,-3.90625,-1.037598,-9.765625
9827,-0.0,2020-03-18 14:57:48,3.90625,11.96289,-2.075195
9829,-0.0,2020-03-18 14:57:48,8.239746,12.20703,-5.79834
9830,-0.0,2020-03-18 14:57:48,5.859375,-4.882812,-6.835938
9831,-0.0,2020-03-18 14:57:48,-11.04736,0.793457,2.868652
9832,-0.0,2020-03-18 14:57:48,-2.685547,-5.92041,-10.98633
9833,-0.0,2020-03-18 14:57:48,-9.58252,7.568359,-8.056641
9834,-0.0,2020-03-18 14:57:48,-11.65771,0.6713867,-8.239746
9835,-0.0,2020-03-18 14:57:48,-3.845215,-5.67627,-6.347656
9836,-0.0,2020-03-18 14:57:48,-3.90625,-1.037598,-9.765625
9838,-0.0,2020-03-18 14:57:48,5.065918,8.850098,-7.629395
9828,-0.0,2020-03-18 14:57:48,7.446289,-15.68604,-1.281738
9839,-0.0,2020-03-18 14:57:48,3.234863,9.033203,-6.04248
9816,-0.0,2020-03-18 14:57:48,-3.845215,-5.67627,-6.347656
9814,-0.0,2020-03-18 14:57:48,-9.58252,7.568359,-8.056641
9794,-0.0,2020-03-18 14:57:48,-2.685547,-5.92041,-10.98633
9795,-0.0,2020-03-18 14:57:48,-9.58252,7.568359,-8.056641
9796,-0.0,2020-03-18 14:57:48,-11.65771,0.6713867,-8.239746
9797,-0.0,2020-03-18 14:57:48,-3.845215,-5.67627,-6.347656
9888,-0.0,2020-03-18 14:57:48,-11.04736,0.793457,2.868652
9799,-0.0,2020-03-18 14:57:48,-2.990723,-16.35742,-13.30566
9800,-0.0,2020-03-18 14:57:48,5.065918,8.850098,-7.629395
9801,-0.0,2020-03-18 14:57:48,3.234863,9.033203,-6.04248
9802,-0.0,2020-03-18 14:57:48,8.117676,-0.7324219,-9.033203
9815,-0.0,2020-03-18 14:57:48,-11.65771,0.6713867,-8.239746
9803,-0.0,2020-03-18 14:57:48,12.63428,6.04248,-5.79834
9805,-0.0,2020-03-18 14:57:48,8.178711,12.87842,0.0
9806,-0.0,2020-03-18 14:57:48,11.77979,-9.643555,-5.493164
9807,-0.0,2020-03-18 14:57:48,14.34326,-3.967285,-7.385254
9808,-0.0,2020-03-18 14:57:48,3.90625,11.96289,-2.075195
9809,-0.0,2020-03-18 14:57:48,7.446289,-15.68604,-1.281738
9810,-0.0,2020-03-18 14:57:48,8.239746,12.20703,-5.79834
9811,-0.0,2020-03-18 14:57:48,5.859375,-4.882812,-6.835938
9812,-0.0,2020-03-18 14:57:48,-11.04736,0.793457,2.868652
9813,-0.0,2020-03-18 14:57:48,-2.685547,-5.92041,-10.98633
9804,-0.0,2020-03-18 14:57:48,15.19775,7.507324,-7.019043
9840,-0.0,2020-03-18 14:57:48,8.117676,-0.7324219,-9.033203
9798,-0.0,2020-03-18 14:57:48,-3.90625,-1.037598,-9.765625
9842,-0.0,2020-03-18 14:57:48,15.19775,7.507324,-7.019043
9867,-0.0,2020-03-18 14:57:48,8.239746,12.20703,-5.79834
9868,-0.0,2020-03-18 14:57:48,5.859375,-4.882812,-6.835938
9869,-0.0,2020-03-18 14:57:48,-11.04736,0.793457,2.868652
9870,-0.0,2020-03-18 14:57:48,-2.685547,-5.92041,-10.98633
9871,-0.0,2020-03-18 14:57:48,-9.58252,7.568359,-8.056641
9872,-0.0,2020-03-18 14:57:48,-11.65771,0.6713867,-8.239746
9873,-0.0,2020-03-18 14:57:48,-3.845215,-5.67627,-6.347656
9874,-0.0,2020-03-18 14:57:48,-3.90625,-1.037598,-9.765625
9875,-0.0,2020-03-18 14:57:48,-2.990723,-16.35742,-13.30566
9866,-0.0,2020-03-18 14:57:48,7.446289,-15.68604,-1.281738
9876,-0.0,2020-03-18 14:57:48,5.065918,8.850098,-7.629395
9878,-0.0,2020-03-18 14:57:48,8.117676,-0.7324219,-9.033203
9879,-0.0,2020-03-18 14:57:48,12.63428,6.04248,-5.79834
9880,-0.0,2020-03-18 14:57:48,15.19775,7.507324,-7.019043
9881,-0.0,2020-03-18 14:57:48,8.178711,12.87842,0.0
9882,-0.0,2020-03-18 14:57:48,11.77979,-9.643555,-5.493164
9883,-0.0,2020-03-18 14:57:48,14.34326,-3.967285,-7.385254
9885,-0.0,2020-03-18 14:57:48,7.446289,-15.68604,-1.281738
9886,-0.0,2020-03-18 14:57:48,8.239746,12.20703,-5.79834
9841,-0.0,2020-03-18 14:57:48,12.63428,6.04248,-5.79834
9877,-0.0,2020-03-18 14:57:48,3.234863,9.033203,-6.04248
9865,-0.0,2020-03-18 14:57:48,3.90625,11.96289,-2.075195
9884,-0.0,2020-03-18 14:57:48,3.90625,11.96289,-2.075195
9863,-0.0,2020-03-18 14:57:48,11.77979,-9.643555,-5.493164
9864,-0.0,2020-03-18 14:57:48,14.34326,-3.967285,-7.385254
9845,-0.0,2020-03-18 14:57:48,14.34326,-3.967285,-7.385254
9846,-0.0,2020-03-18 14:57:48,3.90625,11.96289,-2.075195
9847,-0.0,2020-03-18 14:57:48,7.446289,-15.68604,-1.281738
9848,-0.0,2020-03-18 14:57:48,8.239746,12.20703,-5.79834
9849,-0.0,2020-03-18 14:57:48,5.859375,-4.882812,-6.835938
9850,-0.0,2020-03-18 14:57:48,-11.04736,0.793457,2.868652
9851,-0.0,2020-03-18 14:57:48,-2.685547,-5.92041,-10.98633
9852,-0.0,2020-03-18 14:57:48,-9.58252,7.568359,-8.056641
9844,-0.0,2020-03-18 14:57:48,11.77979,-9.643555,-5.493164
9854,-0.0,2020-03-18 14:57:48,-3.845215,-5.67627,-6.347656
9862,-0.0,2020-03-18 14:57:48,8.178711,12.87842,0.0
9853,-0.0,2020-03-18 14:57:48,-11.65771,0.6713867,-8.239746
9861,-0.0,2020-03-18 14:57:48,15.19775,7.507324,-7.019043
9860,-0.0,2020-03-18 14:57:48,12.63428,6.04248,-5.79834
9843,-0.0,2020-03-18 14:57:48,8.178711,12.87842,0.0
9858,-0.0,2020-03-18 14:57:48,3.234863,9.033203,-6.04248
9857,-0.0,2020-03-18 14:57:48,5.065918,8.850098,-7.629395
9856,-0.0,2020-03-18 14:57:48,-2.990723,-16.35742,-13.30566
9855,-0.0,2020-03-18 14:57:48,-3.90625,-1.037598,-9.765625
9859,-0.0,2020-03-18 14:57:48,8.117676,-0.7324219,-9.033203
10092,-0.0,2020-03-18 14:57:49,9.765625,-6.164551,0.2441406
10093,-0.0,2020-03-18 14:57:49,0.9765625,1.525879,-7.873535
10094,-0.0,2020-03-18 14:57:49,5.859375,-0.4882812,-3.051758
10095,-0.0,2020-03-18 14:57:49,-12.57324,23.92578,-6.103516
10096,-0.0,2020-03-18 14:57:49,-0.2441406,3.479004,-7.202148
10097,-0.0,2020-03-18 14:57:49,2.13623,13.85498,-10.19287
10098,-0.0,2020-03-18 14:57:49,-24.04785,-0.793457,-10.13184
